?????;??????? ?????;???? ?????;????? ??;????? ??
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;230 507000;230 507999;1.1.2017;1.1.2027
ORION TELEKOM;230 510000;230 519999;6.7.2018;6.7.2028
BEOTELNET-ISP;230 520000;230 520999;1.8.2014;1.8.2024
SAT-TRAKT;230 530000;230 530999;5.5.2014;5.5.2024
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;230 533000;230 533999;1.10.2018;1.10.2028
TELENOR;230 540000;230 540999;2.2.2011;10.2.2020
TELENOR;230 541000;230 541999;15.9.2012;10.2.2020
VICTORY MEDIA;230 550000;230 550999;1.5.2016;1.5.2026
VIP MOBILE;230 590000;230 599999;6.2.2017;6.2.2027
Telekom Srbija a.d., Beograd;230 61000;230 62999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 65000;230 67999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 70000;230 72999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 75000;230 75999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 77000;230 79999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 81000;230 86999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;230 88000;230 88999;10.6.2017;10.6.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;24 200000;24 204999;1.3.2017;1.3.2027
ORION TELEKOM;24 210000;24 219999;6.7.2018;6.7.2028
SAT-TRAKT;24 220000;24 224999;5.5.2014;5.5.2024
SAT-TRAKT;24 225000;24 229999;2.4.2018;2.4.2028
JP Pošta Srbije Beograd - RADNA JEDINICA POŠTA NET;24 230000;24 231999;1.2.2016;1.2.2026
TELENOR;24 240000;24 240999;2.2.2011;10.2.2020
TELENOR;24 241000;24 242999;15.9.2012;10.2.2020
BEOTELNET-ISP;24 250000;24 250999;21.2.2016;21.2.2026
BAU NETWORKS;24 252000;24 252999;1.9.2017;1.9.2027
ASTRA TELEKOM;24 255000;24 257999;1.3.2018;1.3.2028
SAT-TRAKT;24 260000;24 261999;2.4.2018;2.4.2028
VIP MOBILE;24 290000;24 298999;6.2.2017;6.2.2027
VIP MOBILE;24 299000;24 299999;1.9.2012;1.9.2022
Telekom Srbija a.d., Beograd;24 4100000;24 4100999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4101000;24 4101999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4150000;24 4150999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4155000;24 4155999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4156000;24 4156999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4510000;24 4510999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4515000;24 4515999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4516000;24 4516999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4520000;24 4539999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4541000;24 4547999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4548000;24 4548999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4550000;24 4550999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4551000;24 4559999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4561000;24 4562999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4566000;24 4567999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4568000;24 4568999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4571000;24 4572999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4576000;24 4577999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4580000;24 4580999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4600000;24 4600999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4601000;24 4601999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4670000;24 4670999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4671000;24 4671999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4673000;24 4673999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4680000;24 4680999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4692000;24 4692999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4720000;24 4720999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4722000;24 4722999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4724000;24 4724999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4726000;24 4726999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4728000;24 4728999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4730000;24 4731999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4735000;24 4736999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4738000;24 4739999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4741000;24 4741999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4744000;24 4744999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4753000;24 4755999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4758000;24 4758999;25.6.2018;25.6.2028
Telekom Srbija a.d., Beograd;24 4760000;24 4760999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4766000;24 4767999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4768000;24 4768999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4780000;24 4780999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4781000;24 4784999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4789000;24 4789999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4796000;24 4797999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4799000;24 4799999;25.6.2018;25.6.2028
Telekom Srbija a.d., Beograd;24 4841000;24 4841999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4873000;24 4876999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4877000;24 4879999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4880000;24 4880999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 4884000;24 4884999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 510000;24 510999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 515000;24 517999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 520000;24 539999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 541000;24 548999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 550000;24 559999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 561000;24 562999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 566000;24 568999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 571000;24 572999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 576000;24 577999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 580000;24 582999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 587000;24 587999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 589000;24 589999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 596000;24 596999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 600000;24 604999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 611000;24 611999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 618000;24 628999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 629000;24 629999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 630000;24 631999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 633000;24 634999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 636000;24 636999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 641000;24 647999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 650000;24 650999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 655000;24 656999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 660000;24 660999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 662000;24 666999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 670000;24 673999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 680000;24 680999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 682000;24 682999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 686000;24 687999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 692000;24 694999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 700000;24 700999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 711000;24 716999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 718000;24 718999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 721000;24 721999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 723000;24 725999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 727000;24 727999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 729000;24 731999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 741000;24 742999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 753000;24 755999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 757000;24 758999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 762000;24 764999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 770000;24 770999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 772000;24 773999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 781000;24 785999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 787000;24 787999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 789000;24 789999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 792000;24 793999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 795000;24 796999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 799000;24 799999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 811000;24 817999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 821000;24 822999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 826000;24 827999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 843000;24 843999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 846000;24 846999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 851000;24 855999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 861000;24 863999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 866000;24 866999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 873000;24 876999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 880000;24 880999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 882000;24 883999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 885000;24 885999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;24 887000;24 887999;10.6.2017;10.6.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;25 300000;25 302999;1.4.2012;1.4.2022
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;25 303000;25 303999;4.12.2017;4.12.2027
ORION TELEKOM;25 310000;25 319999;6.7.2018;6.7.2028
BEOTELNET-ISP;25 320000;25 320999;1.8.2014;1.8.2024
ASTRA TELEKOM;25 324000;25 324999;1.5.2017;1.5.2027
TEAM NET KDS;25 327000;25 327999;6.11.2017;6.11.2027
SAT-TRAKT;25 330000;25 330999;5.5.2014;5.5.2024
SAT-TRAKT;25 331000;25 332999;2.4.2018;2.4.2028
TELENOR;25 340000;25 340999;2.2.2011;10.2.2020
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;25 353000;25 353999;1.10.2018;1.10.2028
VIP MOBILE;25 390000;25 399999;6.2.2017;6.2.2027
Telekom Srbija a.d., Beograd;25 410000;25 410999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 412000;25 419999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 420000;25 429999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 430000;25 434999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 436000;25 444999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 448000;25 451999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 459000;25 469999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 480000;25 480999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 482000;25 485999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5100000;25 5100999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5150000;25 5150999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5152000;25 5152999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5155000;25 5155999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5410000;25 5410999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5412000;25 5419999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5420000;25 5420999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5421000;25 5422999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5423000;25 5423999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5424000;25 5425999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5426000;25 5426999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5427000;25 5431999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5432000;25 5432999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5434000;25 5434999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5436000;25 5436999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5437000;25 5438999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5440000;25 5440999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5441000;25 5443999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5444000;25 5444999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5448000;25 5449999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5451000;25 5451999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5459000;25 5462999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5480000;25 5480999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5482000;25 5482999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5483000;25 5483999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5484000;25 5485999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5706000;25 5706999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5730000;25 5733999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5742000;25 5746999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5762000;25 5765999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5767000;25 5768999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5772000;25 5779999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5781000;25 5781999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5817000;25 5817999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5819000;25 5819999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5827000;25 5828999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5838000;25 5838999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5862000;25 5862999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5870000;25 5870999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5872000;25 5872999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5875000;25 5875999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 5881000;25 5884999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 701000;25 705999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 707000;25 707999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 711000;25 714999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 720000;25 733999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 751000;25 751999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 753000;25 755999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 757000;25 757999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 762000;25 763999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 772000;25 783999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 786000;25 787999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 791000;25 793999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 797000;25 798999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 804000;25 804999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 806000;25 812999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 819000;25 819999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 822000;25 824999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 830000;25 832999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 840000;25 841999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 844000;25 845999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 852000;25 858999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 864000;25 864999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 866000;25 866999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 883000;25 884999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;25 890000;25 890999;10.6.2017;10.6.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;26 200000;26 200999;19.2.2018;19.2.2028
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;26 204000;26 204999;1.10.2018;1.10.2028
ORION TELEKOM;26 210000;26 219999;6.7.2018;6.7.2028
JP Pošta Srbije Beograd - RADNA JEDINICA POŠTA NET;26 220000;26 220999;1.2.2016;1.2.2026
ASTRA TELEKOM;26 224000;26 224999;18.4.2017;18.4.2027
RADIJUS VEKTOR;26 230000;26 230999;7.9.2015;7.9.2020
TELENOR;26 240000;26 240999;2.2.2011;10.2.2020
BEOTELNET-ISP;26 250000;26 250999;21.2.2016;21.2.2026
KOPERNIKUS TECHNOLOGY;26 260000;26 260999;15.7.2014;15.7.2024
VIP MOBILE;26 290000;26 299999;6.2.2017;6.2.2027
Telekom Srbija a.d., Beograd;26 301000;26 302999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 310000;26 319999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 320000;26 320999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 323000;26 323999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 330000;26 330999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 340000;26 341999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 351000;26 352999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 361000;26 361999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 370000;26 372999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 376000;26 376999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 381000;26 383999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 391000;26 391999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4100000;26 4100999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4101000;26 4102999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4103000;26 4103999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4150000;26 4150999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4155000;26 4155999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4310000;26 4319999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4321000;26 4323999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4375000;26 4375999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4376000;26 4376999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4391000;26 4391999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4392000;26 4392999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4511000;26 4516999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4521000;26 4522999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4610000;26 4632999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4641000;26 4642999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4643000;26 4643999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4644000;26 4645999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4648000;26 4648999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4649000;26 4649999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4660000;26 4660999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4662000;26 4663999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4672000;26 4672999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4701000;26 4702999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4711000;26 4711999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4715000;26 4715999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4720000;26 4720999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4722000;26 4722999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4723000;26 4723999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4761000;26 4761999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4764000;26 4764999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4771000;26 4771999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4775000;26 4775999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4784000;26 4784999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4791000;26 4791999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 4831000;26 4831999;8.1.2018;8.1.2028
Telekom Srbija a.d., Beograd;26 4832000;26 4832999;8.1.2018;8.1.2028
Telekom Srbija a.d., Beograd;26 4861000;26 4861999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 511000;26 516999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 540000;26 541999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 611000;26 619999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 621000;26 621999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 633000;26 634999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 636000;26 636999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 640000;26 655999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 660000;26 664999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 670000;26 672999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 680000;26 680999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 692000;26 693999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 701000;26 702999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 721000;26 721999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 731000;26 733999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 741000;26 742999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 751000;26 752999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 771000;26 771999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 781000;26 781999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 793000;26 793999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 801000;26 802999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 811000;26 811999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 821000;26 822999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 831000;26 832999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 841000;26 842999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 851000;26 851999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 871000;26 871999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 881000;26 881999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;26 885000;26 885999;10.6.2017;10.6.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;27 200000;27 200999;19.2.2018;19.2.2028
ORION TELEKOM;27 210000;27 219999;6.7.2018;6.7.2028
BEOTELNET-ISP;27 220000;27 220999;21.2.2016;21.2.2026
JOTEL;27 225000;27 225999;15.7.2016;15.7.2026
TELENOR;27 240000;27 240999;2.2.2011;10.2.2020
TELENOR;27 241000;27 241999;15.9.2012;10.2.2020
VIP MOBILE;27 290000;27 298999;6.2.2017;6.2.2027
